Assigned Breach Number,Date Reported To OCA,Organization Name,Breach Type Description,Breach Occur at the Reporting Entity?,MA Residents Affected,SSNBreached,Account Number Breached,Drivers Licenses Breached,Credit Debit Numbers Breached,Provided Credit Monitoring,Data Encrypted,Mobile Device Lost Stolen
22270,9/21/21,"Barbizon Electric Co., Inc. dba Barbizon Lighting",Electronic,Yes,2,Yes,,,,Yes,,
22269,9/21/21,Phillips Academy,Electronic,,802,Yes,Yes,Yes,Yes,Yes,,
22202,9/21/21,Meador & Jones LLP,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
24667,9/22/21,Rockland Trust,Electronic,,2,,Yes,,,Yes,,
22268,9/22/21,"Epik Holdings, Inc",Electronic,Yes,1500,,,,Yes,Yes,,
22266,9/22/21,Rockland Trust,Electronic,Yes,2,,Yes,,,Yes,,
22265,9/22/21,ExamOne (A Quest Diagnostics company),Paper,,1,Yes,,,,Yes,,
22239,9/22/21,"Key Financial, Inc.",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
22237,9/22/21,Innovative Construction Solutions,Electronic,Yes,1,Yes,Yes,,,Yes,,
22236,9/22/21,"Hentzen Coatings, Inc.",Electronic,Yes,,Yes,,,,Yes,,
22238,9/23/21,Jackson National Life Insurance Company,Paper,Yes,59,,Yes,,,,,
22235,9/23/21,"L.M. Henderson & Company, LLP",Electronic,Yes,18,Yes,Yes,,,Yes,,
22214,9/23/21,"PFU America, Inc.",Electronic,,123,,,,,,,
22211,9/23/21,Main Street Bank,Electronic,,1,,,,Yes,,,
22210,9/23/21,Main Street Bank,Electronic,,2,,,Yes,Yes,,,
22234,9/24/21,"Gulfside Supply, Inc dba Gulfeagle Supply",Electronic,Yes,95,Yes,,Yes,,Yes,,
22233,9/24/21,UnitedHealthcare,Electronic,,12,Yes,,Yes,,Yes,,
22232,9/24/21,The Village Bank,Electronic,,1,,,,Yes,,,
22231,9/24/21,"Haverlock, Estey, & Curran, LLC",Electronic,Yes,2,Yes,,,,Yes,,
22230,9/24/21,Golden Entertainment,Electronic,Yes,25,Yes,,Yes,Yes,Yes,,
22229,9/24/21,Forward Air Corporation,Electronic,Yes,219,Yes,Yes,Yes,,Yes,,
22228,9/24/21,MainLine Investment Partners,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
22227,9/24/21,"American Express Travel Related Services Company, Inc.",Electronic,,53,,,,Yes,,,
22226,9/24/21,Primland Ltd.,Electronic,Yes,4,,,Yes,Yes,Yes,,
22225,9/24/21,Robin Van Vliet dba Van Vliet Wellness & Insurance Solutions,Electronic,,16,,,,,,,
22224,9/24/21,"Neil Patel Digital, LLC",Electronic,Yes,1,Yes,,,,Yes,,
22218,9/24/21,"Digital Insurance, LLC DBA One Digital",Electronic,Yes,35,Yes,,Yes,,Yes,,
22244,9/25/21,Fiserv,Electronic,Yes,12,,Yes,,,,,
22213,9/25/21,Freedom Mortgage Corporation,Electronic,,4,Yes,,,,Yes,,
22212,9/25/21,Central Texas Medical Specialists PLLC dba Austin Cancer Centers,Electronic,Yes,14,Yes,,,Yes,Yes,,
22209,9/25/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22208,9/26/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
22223,9/27/21,American Pool Enterprises Inc.,Electronic,Yes,1392,Yes,,,,Yes,,
22222,9/27/21,Wolf Medical Supply,Electronic,Yes,5,,,,Yes,,,
22221,9/27/21,"Bach, James, Mansour, & Company",Electronic,Yes,5,Yes,Yes,,,Yes,,
22220,9/27/21,"Creative Services, Inc.",Electronic,Yes,585,Yes,,Yes,,Yes,,
22219,9/27/21,Bank of America,Paper,Yes,2,Yes,,,,Yes,,
22216,9/27/21,Aladdin Capital,Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
22215,9/27/21,ExamOne,Paper,,1,Yes,,Yes,,Yes,,
22264,9/28/21,Dedham Savings,Electronic,Yes,1,,Yes,,,,,
22263,9/28/21,Chicago Firefighters Credit Union,Electronic,Yes,1,Yes,,,,Yes,,
22262,9/28/21,Pinova Inc.,Electronic,Yes,2,,,Yes,,Yes,,
22261,9/28/21,Xchange Telecom LLC,Electronic,Yes,1,Yes,,,,Yes,,
22260,9/28/21,New York Life Insurance Company,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
22259,9/28/21,"Lachman Consultant Services, Inc.",Electronic,,44,Yes,Yes,Yes,Yes,Yes,,
22258,9/28/21,"Rev LNG, LLC",Electronic,Yes,1,Yes,,,,Yes,,
22257,9/28/21,"Layman, Diener, and Borntrager Insurance Agency",Electronic,Yes,3,Yes,,,,Yes,,
22256,9/28/21,"Wm. G. Roe & Sons, Inc.",Electronic,Yes,5,Yes,,,,Yes,,
22254,9/28/21,American Express,Electronic,,53,,,,Yes,Yes,,
22245,9/28/21,Pinova Inc.,Electronic,Yes,2,Yes,,Yes,,Yes,,
22255,9/29/21,"Prasco, LLC",Electronic,Yes,2,Yes,,,,Yes,,
22253,9/29/21,Healthcare Financial Inc.,Electronic,Yes,1,Yes,,,,Yes,,
22252,9/29/21,AHRC Nassau,Electronic,,2,Yes,,,,Yes,,
22251,9/29/21,"Robbins, Salomon & Patt, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
22250,9/29/21,Master Chemical Corporation d/b/a Master Fluid Solutions,Electronic,Yes,1,Yes,,,,Yes,,
23243,9/30/21,"Beth Moore & Associates, CPAs",Electronic,Yes,8,Yes,,,,Yes,,
23242,9/30/21,Trust Capital Funding,Electronic,Yes,19,Yes,Yes,Yes,,Yes,,
23241,9/30/21,The Neiman Marcus Group,Electronic,Yes,112471,,,,Yes,,,
23240,9/30/21,North East Educational and Developmental Support Center,Electronic,Yes,634,Yes,Yes,Yes,,Yes,,
23239,9/30/21,Talbert House,Electronic,Yes,5,Yes,,,,Yes,,
23238,9/30/21,LPL Financial LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
22249,9/30/21,South Carolina Legal Services,Electronic,Yes,2,Yes,,,,Yes,,
22248,9/30/21,"Tri-Com Consulting Group, LLC",Electronic,Yes,51,Yes,,,,Yes,,
22247,9/30/21,Cambridge Public Schools,Electronic,Yes,1,Yes,,,,Yes,,
22246,9/30/21,US Ski & Snowboard,Paper,,3,,,,,Yes,,
23237,10/1/21,AV-Tech Media Solutions,Electronic,Yes,1,Yes,,,Yes,Yes,,
23236,10/1/21,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
23235,10/1/21,Nations Lending Corporation,Electronic,,3,Yes,,,,Yes,,
23234,10/1/21,Unitarian Universalist Association,Electronic,Yes,2,,Yes,Yes,,Yes,,
23233,10/1/21,Steven L. Sugarman & Associates,Electronic,Yes,2,,Yes,,,Yes,,
23232,10/1/21,Watertown Savings Bank,Electronic,,1,,,,Yes,,,
23231,10/1/21,OSF HealthCare System,Electronic,Yes,5,Yes,Yes,,,Yes,,
23230,10/1/21,First National Bank Northwest Florida,Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
23229,10/1/21,"Pulmuone Foods USA, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
23228,10/1/21,The Young Men's and Young Women's Hebrew Association d/b/a The 92nd Street Y,Electronic,Yes,579,Yes,Yes,Yes,,Yes,,
23227,10/4/21,The Village Bank,Electronic,,1,,,,Yes,,,
23226,10/4/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23225,10/4/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23224,10/4/21,Adams Community Bank,Electronic,,3,,,,Yes,,,
23223,10/4/21,Mide Technology,Electronic,Yes,70,Yes,,,,Yes,,
23222,10/4/21,The Menninger Clinic,Electronic,Yes,5,Yes,Yes,Yes,Yes,Yes,,
23219,10/4/21,"Southwest Boston Senior Services, dba Ethos",Electronic,Yes,199,Yes,,,,Yes,,Yes
23218,10/4/21,Life Path,Electronic,Yes,423,Yes,,,,Yes,,
23217,10/4/21,"Center for Living & Working, Inc.",Electronic,Yes,249,Yes,,,,Yes,,
23216,10/4/21,"WestMass ElderCare, Inc.",Electronic,,119,Yes,,,,Yes,,
23215,10/4/21,"Elder Services of Worcester Area, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
23214,10/4/21,Main Street Bank,Electronic,,1,,,,Yes,,,
23213,10/4/21,Foster LLP,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
23212,10/4/21,Mass General Brigham,Electronic,Yes,1,Yes,,,,Yes,,
23211,10/4/21,"OneSource Virtual, Inc.",Electronic,Yes,33,Yes,,,,Yes,,
23210,10/4/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23208,10/4/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23283,10/5/21,The Village Bank,Electronic,,2,,,,Yes,,,
23282,10/5/21,William W. Meyer & Sons,Electronic,Yes,2,Yes,,,,Yes,,
23281,10/5/21,Bergeron Financial,Electronic,Yes,12,Yes,Yes,Yes,,Yes,,
23280,10/5/21,Coghlin Electrical Contractors,Electronic,Yes,1004,Yes,,,,Yes,,
23279,10/5/21,"MTG USA, Inc.",Electronic,Yes,118,,,,Yes,Yes,,
23246,10/5/21,"Wells Fargo Bank, N.A",Paper,,2,,Yes,,,Yes,,
23245,10/5/21,"Wells Fargo Bank, N.A",Electronic,Yes,1,,Yes,,,Yes,,
23244,10/5/21,"Coughlin & Gerhart, LLP",Electronic,Yes,83,Yes,Yes,,,Yes,,
23221,10/5/21,SAVERS BANK,Electronic,,2,,,,Yes,,,
23220,10/5/21,Dune Deck Beach Club,Electronic,Yes,1,Yes,,,,Yes,,
23209,10/6/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23278,10/7/21,The Cook Group,Electronic,Yes,8,Yes,Yes,,,Yes,,
23277,10/7/21,Diocese of Paterson,Electronic,Yes,21,Yes,,,,Yes,,
23276,10/7/21,"Ritz Holman, LLP",Electronic,Yes,1,Yes,,,,Yes,,Yes
23275,10/7/21,1st MidAmerica Credit Union,Electronic,Yes,1,Yes,,,,Yes,,
23274,10/7/21,Dallas Independent School District,Electronic,Yes,42,Yes,,,,Yes,,
23273,10/7/21,"Senior Living, LLC d/b/a Bridgeway",Electronic,Yes,8,Yes,,,,Yes,,
23247,10/7/21,Spaulding Rehabilitation Network,Electronic,Yes,1,,,,,Yes,,
22267,10/7/21,Eastern Bank,Electronic,,123,,,,Yes,,,
23272,10/8/21,Pacific City Bank,Electronic,Yes,23,Yes,,,,Yes,,
23271,10/8/21,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
23270,10/8/21,"Lester Electrical of Nebraska, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
23269,10/8/21,"Terrier Media Buyer, Inc. dba Cox Media Group",Electronic,Yes,612,Yes,Yes,Yes,,Yes,,
23268,10/8/21,Plumsted Township,Electronic,Yes,8,Yes,,Yes,,Yes,,
23267,10/8/21,ReproSource Fertility Diagnostics Inc,Electronic,Yes,1736,Yes,Yes,Yes,Yes,Yes,,
23266,10/8/21,Premier Patient Health Care,Electronic,Yes,8,,,,,,,
23265,10/8/21,EMJ Corporation,Electronic,Yes,76,Yes,,,,Yes,,
23252,10/10/21,The Cooperative Bank of Cape Cod,Electronic,,254,,,,Yes,,,
23264,10/11/21,Riverbay Corporation,Electronic,Yes,1,Yes,,,,Yes,,
23263,10/11/21,Lincoln Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
23262,10/11/21,"Citibank, N.A.",Electronic,Yes,1,,Yes,,,Yes,,
23261,10/11/21,Commercial Foodservice Repair d/b/a Tech-24,Electronic,Yes,2,Yes,,,,Yes,,
23260,10/11/21,Koelnmesee Inc,Electronic,Yes,1,,Yes,,,,,
23259,10/11/21,"Timios, Inc.",Electronic,Yes,572,Yes,Yes,Yes,Yes,Yes,,
23258,10/11/21,People's United Bank,Electronic,Yes,2,Yes,,,,Yes,,
23293,10/12/21,The Village Bank,Electronic,,2,,,,Yes,,,
23292,10/12/21,St. Cloud Financial Credit Union,Electronic,Yes,3,Yes,,,,Yes,,
23291,10/12/21,"Copeland Development & Construction Co., Inc.",Electronic,Yes,1,Yes,,,Yes,Yes,,
23290,10/12/21,Bank of America,Paper,Yes,2,Yes,,,,Yes,,
23257,10/12/21,National Community Renaissance of California,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
23256,10/12/21,Eagle Bank,Electronic,,1,,,,Yes,,,
23255,10/12/21,Salem Five Cents Savings Bank,Paper,,1,,Yes,,,,,
23254,10/12/21,Salem Five Cents Savings Bank,Electronic,,4,,,,Yes,,,
23296,10/13/21,Magers & Quinn,Electronic,Yes,22,,,,Yes,Yes,,
23295,10/13/21,American Osteopathic Association,Electronic,Yes,84,Yes,Yes,,,Yes,,
23294,10/13/21,"Eastwood Holdco, LLC",Electronic,Yes,1,Yes,,,,Yes,,
23253,10/13/21,"Coinbase, Inc.",Electronic,,98,,,,,Yes,,
23251,10/13/21,"Lion Street Financial, LLC",Electronic,Yes,64,Yes,Yes,Yes,,Yes,,
23250,10/13/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23249,10/13/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23248,10/13/21,University of Massachusetts Chan Medical School's Disability Community Based Solutoins,Electronic,Yes,1,Yes,,,,,,
23306,10/14/21,"Tower Laboratories, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
23305,10/14/21,Securatex Ltd.,Electronic,Yes,1,Yes,,,,Yes,,
23304,10/14/21,"Elevated Title, LLC",Electronic,Yes,17,Yes,Yes,Yes,Yes,Yes,,
23303,10/14/21,The Public School and Education Employees Retirement Systems of Missouri,Electronic,Yes,138,Yes,Yes,,,Yes,,
23302,10/14/21,"Stone Pigman Walther Wittman, L.L.C.",Electronic,Yes,14,Yes,,Yes,,Yes,,
23301,10/14/21,Ark Naturals,Electronic,Yes,8,Yes,Yes,,Yes,Yes,,
23300,10/14/21,Albion Dispensing Solutions,Electronic,Yes,1,,,,Yes,Yes,,
23299,10/14/21,Newbridge Securities Corporation,Electronic,Yes,607,Yes,Yes,,,Yes,,
23298,10/14/21,The Connell Company,Electronic,Yes,45,Yes,Yes,Yes,,Yes,,
23297,10/14/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
23289,10/14/21,MoneyLion Inc.,Electronic,Yes,53,,Yes,,,,,
23288,10/14/21,Main Street Bank,Electronic,,1,,,,Yes,,,
23287,10/14/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
23286,10/14/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
23285,10/14/21,MutualOne Bank,Electronic,,1,,,,Yes,,,
23317,10/15/21,Environmental Control LLC d/b/a ENCON Heating & AC,Electronic,Yes,8,Yes,,,,Yes,,
23316,10/15/21,PetroQuest Energy LLC,Electronic,Yes,32,Yes,,,,Yes,,
23315,10/15/21,Umass Memorial Health,Electronic,Yes,2967,Yes,Yes,Yes,,Yes,,
23314,10/15/21,"American Express Travel Related Services Company, Inc.",Electronic,,8,,,,Yes,,,
23313,10/15/21,"Lexington Eye Associates, Inc.",Both,Yes,3,Yes,,Yes,,Yes,,
23312,10/15/21,"OpenClose, a DBA of Beanstalk Networks, LLC",Electronic,,6,Yes,,,,Yes,,
23311,10/15/21,"SA Stone Wealth Management, Inc.",Electronic,Yes,13,Yes,Yes,Yes,,Yes,,
23310,10/15/21,Walters & Mason Retail Inc. d/b/a Altar'd State,Electronic,Yes,1,Yes,,Yes,,Yes,,
23309,10/15/21,The Village Bank,Electronic,,1,,,,Yes,,,
23308,10/15/21,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
23307,10/15/21,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
23318,10/16/21,The Leona Group,Electronic,Yes,2,Yes,,,,Yes,,
23319,10/17/21,"SunBelt Xpress Logistics, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
23329,10/18/21,Buddhist Tzu Chi Foundation,Electronic,Yes,159,Yes,,,,Yes,,
23328,10/18/21,World Travel Holdings,Electronic,Yes,128,Yes,Yes,Yes,Yes,Yes,,
23326,10/18/21,"Sanders Equities, LLC",Electronic,Yes,1,Yes,,,,Yes,,
23325,10/18/21,ExamOne (A Quest Diagnostics company),Paper,Yes,1,,,Yes,,Yes,,
23324,10/18/21,"Family of Woodstock, Inc",Electronic,Yes,47,Yes,Yes,Yes,Yes,Yes,,
23323,10/18/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
23322,10/18/21,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
23284,10/18/21,"American Express Travel Related Services Company, Inc",Electronic,,1,,,,Yes,,,
23334,10/19/21,"American Express Travel Related Services Company, Inc.",Electronic,,2,,,,Yes,,,
23333,10/19/21,"Direct Travel, Inc.",Electronic,,52,,,Yes,,,,
23332,10/19/21,"American Express Travel Related Services Company, Inc.",Electronic,,22,,,,Yes,,,
23331,10/19/21,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23330,10/19/21,"Taco John's International, Inc",Electronic,Yes,1,Yes,,,Yes,Yes,,
23320,10/19/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23341,10/20/21,Cabico & co,Electronic,Yes,5,Yes,,,,Yes,,
23340,10/20/21,"Toyo Tanso, USA",Electronic,Yes,1,Yes,Yes,,,Yes,,
23339,10/20/21,"J.B. Hunt Transport, Inc.",Electronic,,2825,Yes,,,,Yes,,
23338,10/20/21,"Cedar Risk Management and Insurance Services, Inc.",Electronic,Yes,1,,,Yes,,Yes,,
23337,10/20/21,UniBank for Savings,Paper,Yes,3,,Yes,,,,,
23336,10/20/21,"SPRING MILL PARTNERS, LLC",Electronic,Yes,8,Yes,,,,Yes,,
23335,10/20/21,"HEPACO, Inc",Electronic,Yes,15,Yes,,Yes,Yes,Yes,,
23353,10/21/21,"Kerasotes Showplace Theatres, LLC",Electronic,Yes,307,Yes,Yes,,,Yes,,
23352,10/21/21,Smile Brands Inc.,Electronic,Yes,247,Yes,Yes,,,Yes,,
23351,10/21/21,"SCUF Gaming International, LLC",Electronic,,691,,,,Yes,,,
23350,10/21/21,Fidelity Brokerage Services LLC,Electronic,Yes,2,Yes,Yes,,,Yes,,
23349,10/21/21,Rockland Trust,Electronic,Yes,2,,Yes,,,,,
23348,10/21/21,"American Furniture Manufacturing, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23347,10/21/21,Rockland Trust,Electronic,Yes,1,,Yes,,,Yes,,
23346,10/21/21,"Highlands Ranch Community Association, Inc",Electronic,Yes,5,,Yes,,,,,
23345,10/21/21,"Peabody Properties, Inc.",Electronic,,15,Yes,,,,Yes,,
23344,10/21/21,"Wallick & Volk, Inc",Electronic,Yes,3,Yes,Yes,,,Yes,,
23343,10/21/21,Phil Long Dealerships,Electronic,Yes,5,Yes,Yes,Yes,,Yes,,
23342,10/21/21,Urban Resource Institute,Electronic,,35,Yes,Yes,Yes,,Yes,,
23321,10/21/21,Prudential,Electronic,Yes,1,Yes,,,,Yes,,
23370,10/22/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
23369,10/22/21,"Wells Fargo Bank, N.A.",Paper,,2,Yes,,,,Yes,,
23368,10/22/21,Aspen American Insurance Company,Electronic,,6,Yes,,,,Yes,,
23367,10/22/21,Smith Protective Management,Electronic,Yes,1,Yes,Yes,,,Yes,,
23366,10/22/21,"Star Group, L.P.",Electronic,Yes,461,Yes,,,,Yes,,
23365,10/22/21,People's United Bank,Both,Yes,6,Yes,Yes,,,Yes,,
23364,10/22/21,"Sierra Wireless, Inc.",Electronic,Yes,12,Yes,Yes,Yes,,Yes,,
23363,10/24/21,Kleinberg Lange Cuddy & Carlo LLP,Electronic,Yes,1,Yes,,,,Yes,,
23371,10/25/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23362,10/25/21,"Personal Legal Plans, Inc. and Personal Legal Plans of GA, Inc.",Electronic,Yes,6,Yes,Yes,,,Yes,,
23360,10/25/21,"Silhouette America, Inc",Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
23359,10/25/21,St. Mary's Credit Union,Electronic,,5,,,,Yes,,,
23358,10/25/21,Cambridge Advisors,Electronic,Yes,1,Yes,Yes,,,Yes,,
23357,10/25/21,"Sheridan Production Company III, LLC",Electronic,Yes,159,Yes,Yes,Yes,,Yes,,
23389,10/26/21,Emergency Nurses Association,Electronic,Yes,8,Yes,,,,Yes,,
23388,10/26/21,The Wedge Medical Center,Electronic,Yes,4,Yes,Yes,,,Yes,,
23387,10/26/21,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23386,10/26/21,"H. Betti Industries, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23373,10/26/21,"McAllen Surgical Specialty Center, Ltd.",Electronic,Yes,1,Yes,,,,Yes,,
23372,10/26/21,"C.B. Fleet Company, Inc., a Prestige Consumer Healthcare
company",Electronic,Yes,3,Yes,,,,Yes,,
23361,10/26/21,"Standish Management, LLC",Electronic,Yes,2,Yes,Yes,,,Yes,,
23356,10/26/21,"U.S. Bank, N.A.",Paper,,1,Yes,,Yes,,Yes,,
23355,10/26/21,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
23354,10/26/21,"American Express Travel Related Services Company, Inc.",Electronic,,1,,,,Yes,,,
23385,10/27/21,"Trucent, Inc.",Electronic,Yes,1,Yes,,,,Yes,,
23383,10/27/21,Charter Next Generation,Electronic,Yes,178,Yes,Yes,,,Yes,,
23382,10/27/21,Massachusetts Department of Unemployment Assistance,Paper,,1,Yes,,,,Yes,,
23381,10/27/21,"Primary Residential Mortgage, Inc.",Electronic,Yes,701,Yes,,,,Yes,,
23380,10/27/21,California Physicians' Services d/b/a Blue Shield of California,Electronic,Yes,2,,,,,Yes,,
23379,10/27/21,Paladin Advisors,Electronic,Yes,78,Yes,Yes,Yes,,Yes,,
23378,10/27/21,"Snider Tire, Inc.",Electronic,Yes,1,Yes,,Yes,,Yes,,
23394,10/28/21,BPM LLP,Electronic,Yes,3,Yes,,Yes,,Yes,,
23393,10/28/21,Certified Automotive Lease Corp. dba CAL Automotive,Electronic,Yes,5268,Yes,Yes,Yes,,Yes,,
23392,10/28/21,Surdna Foundation,Electronic,Yes,12,Yes,,,Yes,Yes,,
23391,10/28/21,"Strategic Benefits Advisors, Inc.",Electronic,Yes,144,Yes,,,,,,
23390,10/28/21,Main Street Bank,Electronic,,1,,,,Yes,,,
23377,10/28/21,St. Marys Credit Union,Electronic,,6,,,,Yes,,,
23376,10/28/21,Gorilla Circuits,Electronic,Yes,6,Yes,,,,Yes,,
23375,10/28/21,"The Dolben Company, Inc.",Electronic,Yes,683,Yes,Yes,Yes,Yes,Yes,,
23431,10/29/21,Main Street Bank,Electronic,,3,,,,Yes,,,
23407,10/29/21,"Feucht Financial Group, LLC",Both,Yes,2,Yes,Yes,,,Yes,,
23406,10/29/21,"James Rinne, MD",Electronic,,3,Yes,,,,Yes,,
23405,10/29/21,"Goldwater Bank, N.A.",Electronic,Yes,41,Yes,Yes,,,Yes,,
23404,10/29/21,Georgia Crown Distributing Co.,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
23403,10/29/21,"Consolidated Asset Recovery Systems, Inc.",Electronic,Yes,1,,,Yes,,,,
23402,10/29/21,St Mary's Credit Union,Electronic,,1,,,,Yes,,,
23401,10/29/21,St Mary's Credit Union,Electronic,,2,,,,Yes,,,
23400,10/29/21,"Butterball, LLC",Electronic,Yes,3,,,Yes,,Yes,,
23399,10/29/21,Adams Community Bank,Electronic,,9,,,,Yes,,,
23398,10/29/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
23397,10/29/21,"AGI Publishing, Inc. d/b/a Valley Yellow Pages",Electronic,Yes,13,Yes,,,,Yes,,
23396,10/29/21,"Aronsohn Weiner Salerno & Kaufman, P.C.",Electronic,Yes,2,Yes,Yes,Yes,Yes,Yes,,
23395,10/29/21,"Community Medical Centers, Inc.",Electronic,Yes,9,Yes,,,,Yes,,
23408,10/30/21,The Village Bank,Electronic,,3,,,,Yes,,,
23420,11/1/21,"The Buona Companies, LLC",Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
23419,11/1/21,Robin Wolff & Associates,Electronic,Yes,1,,Yes,,,Yes,,
23418,11/1/21,President and Fellows of Harvard College,Electronic,Yes,1,Yes,,,,Yes,,
23417,11/1/21,The Village Bank,Electronic,,1,,,,Yes,,,
23416,11/1/21,The Village Bank,Electronic,,1,,,,Yes,,,
23415,11/1/21,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
23414,11/1/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
23413,11/1/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
23412,11/1/21,SAVERS BANK,Electronic,,1,,,,Yes,,,
23411,11/1/21,"G&J Pepsi-Cola Bottlers, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
23410,11/1/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
23409,11/1/21,Adams Community Bank,Electronic,,1,,,,Yes,,,
23470,11/2/21,"Managed Markets Insight & Technology, LLC",Electronic,,15,Yes,,,,Yes,,
23432,11/2/21,Maumee Express Inc.,Electronic,Yes,1,Yes,,,,,,
23430,11/2/21,Main Street Bank,Electronic,,2,,,,Yes,,,
23429,11/2/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23428,11/2/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23427,11/2/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23426,11/2/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23425,11/2/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23424,11/2/21,The Commonwealth of Massachusetts Executive Office of Health and Human Services: Medicaid,Paper,Yes,1,,Yes,,,,,
23423,11/2/21,"Morgan Brown & Joy, LLP",Electronic,Yes,559,Yes,Yes,Yes,Yes,Yes,,
23422,11/2/21,Nationwide Laboratory Services,Electronic,Yes,166,Yes,,,,Yes,,
23421,11/2/21,Shook & Fletcher Insulation Co.,Electronic,Yes,1,Yes,,,,Yes,,
23441,11/3/21,NVE Bank,Electronic,Yes,53,Yes,,,,Yes,,
23440,11/3/21,University Hospital,Electronic,Yes,10,Yes,,,,Yes,,
23439,11/3/21,KMT Brrr!,Electronic,Yes,147,,,Yes,,Yes,,
23438,11/3/21,Western Spirits Beverage Company,Electronic,Yes,,Yes,,,,Yes,,
23437,11/3/21,"Baywood Medical Associates, PLC dba Desert Pain Institute",Electronic,Yes,7,Yes,Yes,Yes,,Yes,,
23436,11/3/21,"SMS Assist, L.L.C.",Electronic,,3,Yes,,,,Yes,,
23435,11/3/21,SI Group,Electronic,Yes,83,Yes,,,,Yes,,
23434,11/3/21,Chesapeake Sprinkler Company,Electronic,Yes,1,Yes,Yes,,,Yes,,
23446,11/4/21,Putnam County Memorial Hospital,Electronic,Yes,2,Yes,,,,Yes,,
23445,11/4/21,Maxim Healthcare Group,Electronic,Yes,3,Yes,,Yes,,Yes,,
23444,11/4/21,Central Investment LLC,Electronic,Yes,3,Yes,,,,Yes,,
23443,11/4/21,Columbia College of South Carolina,Electronic,Yes,10,Yes,Yes,,,Yes,,
23442,11/4/21,Watertown Savings Bank,Electronic,,2,,,,Yes,,,
23433,11/4/21,Lakeside School,Electronic,Yes,1,,,,,,,
23384,11/4/21,Roppe Holding Company,Electronic,Yes,3,Yes,,,,Yes,,
23374,11/4/21,APR Supply Co.,Electronic,Yes,1,Yes,,,,Yes,,
23473,11/5/21,Signature Healthcare Brockton Hospital,Electronic,Yes,1,Yes,,,,,,
23472,11/5/21,Mutual One Bank,Electronic,,1,,,,Yes,,,
23469,11/5/21,Sumter County,Electronic,,1,Yes,,,,Yes,,
23457,11/5/21,Sea Mar Community Health Centers,Electronic,Yes,99,Yes,,,,Yes,,
